filename ,spectral_centroid ,rolloff ,zero_crossing_rate, mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12, mfcc13, mfcc14, mfcc15, mfcc16, mfcc17, mfcc18, mfcc19, mfcc20,chroma_pitch_c,chroma_pitch_c#,chroma_pitch_d,chroma_pitch_d#,chroma_pitch_e,chroma_pitch_f,chroma_pitch_f#,chroma_pitch_g,chroma_pitch_g#,chroma_pitch_a,chroma_pitch_a#,chroma_pitch_b,genre
blues.00010.au,1414.5411318742908,2775.62238865828,26819,-163.6848907470703,139.3867950439453,-22.84260368347168,28.391408920288086,-18.90041732788086,4.70949125289917,-14.440260887145996,5.572052001953125,-2.907726287841797,-1.4766327142715454,-2.2280101776123047,1.7283711433410645,-3.2122511863708496,-2.4284145832061768,-1.1569569110870361,-3.4034993648529053,-1.591140627861023,-2.68501615524292,-0.7618804574012756,-5.986149787902832,0.39105966687202454,0.1791815459728241,0.2080836147069931,0.4446578919887543,0.38921162486076355,0.4890993535518646,0.27148646116256714,0.2783668041229248,0.18784332275390625,0.19773826003074646,0.309090256690979,0.2587031424045563,blues
blues.00011.au,1349.1394220637776,2723.388133746012,19482,-274.0985412597656,125.92105865478516,3.7728779315948486,35.6121940612793,-1.6000584363937378,16.212804794311523,-5.979841709136963,7.765625,-0.5456513166427612,6.552255153656006,-5.734622001647949,-3.7957603931427,-5.568486213684082,-7.469777584075928,-2.8339877128601074,-2.5403144359588623,-4.039081573486328,-2.6370291709899902,2.1937975883483887,-5.363272190093994,0.23977728188037872,0.221809983253479,0.30334535241127014,0.4125541150569916,0.6731619834899902,0.5648124814033508,0.35811033844947815,0.34716883301734924,0.33711564540863037,0.3354388475418091,0.27120140194892883,0.3093566298484802,blues
blues.00012.au,1294.106237768374,2617.5581859048725,28333,-205.3627166748047,137.7000732421875,-13.928565979003906,59.66640853881836,0.19625167548656464,12.388304710388184,0.2344142198562622,-2.9118804931640625,-17.284809112548828,8.040053367614746,-2.4003758430480957,-0.26069164276123047,0.4885689616203308,1.8892534971237183,-5.324124813079834,-10.481694221496582,-11.078192710876465,-2.479814291000366,-0.19930435717105865,-5.736446380615234,0.2797718644142151,0.13114352524280548,0.2110457420349121,0.21364539861679077,0.20768333971500397,0.26837003231048584,0.2838079631328583,0.14003010094165802,0.1797173023223877,0.20954567193984985,0.41387245059013367,0.6560262441635132,blues
blues.00013.au,1325.6650744368205,2591.166272794011,23290,-212.22860717773438,123.06547546386719,9.61201286315918,47.50770950317383,7.462848663330078,15.875505447387695,-2.45874285697937,5.888857841491699,-21.158239364624023,10.343062400817871,-6.484751224517822,-2.3236732482910156,-2.765864133834839,7.80729341506958,-0.37303146719932556,-0.36753275990486145,-3.009765386581421,-1.8329492807388306,-2.224193811416626,-9.487125396728516,0.10715600848197937,0.13144944608211517,0.1567230224609375,0.14116372168064117,0.16430647671222687,0.19941964745521545,0.13906995952129364,0.19455526769161224,0.28211745619773865,0.38354676961898804,0.7215681076049805,0.3681410849094391,blues
blues.00014.au,1243.5905935624662,2352.102753181192,21150,-302.34765625,112.72792053222656,3.966296672821045,51.3123893737793,12.917099952697754,19.04326820373535,-0.42821961641311646,1.676851511001587,-8.765286445617676,17.949268341064453,8.608928680419922,3.2512869834899902,4.690946102142334,8.930501937866211,-0.9230528473854065,-0.5193341374397278,-1.9075260162353516,-4.030436992645264,-0.20739537477493286,-1.147810697555542,0.35202550888061523,0.36662912368774414,0.3733181953430176,0.29278382658958435,0.3519187271595001,0.3842271566390991,0.2924436628818512,0.26837775111198425,0.30346909165382385,0.34920215606689453,0.5327548384666443,0.4825461804866791,blues
blues.00015.au,1371.357407897145,2779.2820339689674,26566,-232.3976287841797,124.3515625,-3.8122482299804688,40.97766876220703,3.5150814056396484,12.693674087524414,6.408321857452393,-1.3378597497940063,-16.758609771728516,12.257830619812012,3.342813730239868,-2.639805555343628,0.2939651310443878,3.0435190200805664,-3.0773122310638428,-6.10730504989624,-8.33122730255127,-4.44049596786499,2.1958398818969727,-2.0687644481658936,0.2823326587677002,0.16291320323944092,0.24692745506763458,0.25246912240982056,0.29475218057632446,0.2769027054309845,0.22431421279907227,0.1357608139514923,0.18273571133613586,0.23614215850830078,0.34681105613708496,0.5389286875724792,blues
blues.00016.au,1447.6962098477393,2925.3555899706353,26007,-239.53103637695312,119.68278503417969,-1.2096707820892334,39.551673889160156,3.4662468433380127,19.557018280029297,-3.2770650386810303,3.451725482940674,-15.016509056091309,16.87920570373535,1.5159932374954224,2.5302734375,-1.1520377397537231,8.352923393249512,0.12215092778205872,-3.2400128841400146,-3.214569568634033,0.516456663608551,1.4953032732009888,-1.4149788618087769,0.24296794831752777,0.17862428724765778,0.1393098682165146,0.23192401230335236,0.40226462483406067,0.25000402331352234,0.2490968108177185,0.3337264955043793,0.48231521248817444,0.5664235353469849,0.29150283336639404,0.2353571206331253,blues
blues.00017.au,1065.0742922272832,2013.2295896171693,20948,-251.347412109375,141.99298095703125,-2.308786630630493,59.044803619384766,19.31616973876953,9.924626350402832,4.396773338317871,-0.50337153673172,-17.44029998779297,6.325024604797363,7.6045613288879395,-3.9239025115966797,2.0515754222869873,6.456503391265869,-2.492405891418457,-4.463851451873779,-2.3384592533111572,-1.5944817066192627,0.1624080389738083,-4.285058975219727,0.3065297305583954,0.2229389101266861,0.16401119530200958,0.14736409485340118,0.30400270223617554,0.26907700300216675,0.24960818886756897,0.30450209975242615,0.42421624064445496,0.5913107991218567,0.3539518713951111,0.28951117396354675,blues
blues.00018.au,1491.6201894644087,3245.780643896824,23927,-253.2974853515625,108.08079528808594,16.243812561035156,39.85050964355469,4.146503925323486,20.506574630737305,-2.348952293395996,3.958395481109619,-17.710283279418945,10.037336349487305,-3.000941753387451,2.936768054962158,-0.04218555986881256,8.382658958435059,3.301231622695923,3.0966148376464844,4.141963958740234,5.899460315704346,5.803863525390625,-3.031111717224121,0.21236258745193481,0.17460356652736664,0.20591433346271515,0.19609324634075165,0.19563639163970947,0.2275514006614685,0.25146374106407166,0.21152345836162567,0.34352824091911316,0.41658252477645874,0.2671651542186737,0.3811182379722595,blues
blues.00019.au,1236.4221191041997,2267.8060084650524,27332,-229.35011291503906,138.22283935546875,-7.48237419128418,46.985389709472656,3.3119380474090576,7.721986770629883,0.17034608125686646,-2.3139522075653076,-15.339712142944336,10.44168758392334,-0.0712793618440628,0.3571451008319855,0.9412276744842529,3.665480375289917,-1.414694905281067,-5.460027694702148,-4.5706682205200195,-0.607313334941864,-3.038726806640625,-4.141634941101074,0.2040548473596573,0.21507085859775543,0.16807857155799866,0.23622103035449982,0.3679790198802948,0.17795327305793762,0.141631081700325,0.23223692178726196,0.384318470954895,0.5429788827896118,0.3057859241962433,0.18694975972175598,blues
blues.00020.au,1417.4177694940702,2968.7967039316272,23669,-229.8690185546875,125.27982330322266,7.715752124786377,40.563720703125,0.3659706115722656,17.325965881347656,-4.239729881286621,8.614575386047363,-17.420310974121094,14.74710464477539,-3.9062561988830566,2.6873435974121094,-4.791467666625977,5.639135360717773,-6.251034259796143,-6.343497276306152,-4.1664719581604,-0.5437301397323608,-0.8524538278579712,1.1155394315719604,0.26382240653038025,0.15998847782611847,0.2041335254907608,0.2751293182373047,0.4807734191417694,0.26894494891166687,0.22811609506607056,0.35131630301475525,0.4171103537082672,0.3264264166355133,0.3006880581378937,0.45510417222976685,blues
blues.00021.au,1019.5049038191651,1706.1816009733905,20548,-258.6566162109375,143.55523681640625,10.556299209594727,47.99555587768555,15.694047927856445,21.318761825561523,4.446379661560059,3.381204605102539,-15.087484359741211,16.631183624267578,2.2555580139160156,-1.903101921081543,2.8219969272613525,6.036802768707275,-2.087099075317383,-1.71502685546875,-3.3078677654266357,-0.4407978355884552,3.9658327102661133,-1.156583309173584,0.19296704232692719,0.14834219217300415,0.18536467850208282,0.2225765436887741,0.40827760100364685,0.605262815952301,0.5312274098396301,0.5070368051528931,0.4258303940296173,0.3116953670978546,0.32590359449386597,0.22958749532699585,blues
blues.00022.au,1210.2423138090667,2278.9847885096433,28078,-227.92300415039062,135.1857452392578,-0.4816046357154846,51.568687438964844,4.766483783721924,13.170719146728516,3.742495536804199,-0.9213548302650452,-15.774649620056152,17.367164611816406,4.368618965148926,-1.291664719581604,4.511642932891846,5.840080738067627,1.2686724662780762,-0.05657155439257622,-4.403017044067383,-2.1597557067871094,3.576204776763916,-0.38193902373313904,0.40642881393432617,0.23481297492980957,0.19708551466464996,0.24706175923347473,0.28857162594795227,0.4878157675266266,0.29435279965400696,0.270552396774292,0.2725469768047333,0.3344861567020416,0.2418142408132553,0.22625094652175903,blues
blues.00023.au,1211.5533005785592,2503.097470453886,22251,-239.79217529296875,138.44590759277344,-14.501261711120605,67.19676971435547,2.8166561126708984,14.837042808532715,0.30211523175239563,2.2187867164611816,-8.489603042602539,-0.19965441524982452,-4.585605621337891,-6.696835517883301,-11.434721946716309,4.903733253479004,3.5420749187469482,1.4195435047149658,-3.0680336952209473,-0.71893709897995,7.8155951499938965,-2.0722954273223877,0.21296557784080505,0.26100409030914307,0.19337649643421173,0.19143390655517578,0.4501875936985016,0.23934409022331238,0.1269804686307907,0.15527403354644775,0.2722656726837158,0.6603984832763672,0.3891098201274872,0.19172413647174835,blues
blues.00024.au,1144.4410868356304,2334.741295905235,20431,-282.3167419433594,129.7415313720703,-5.94040060043335,75.5921401977539,11.357827186584473,10.981708526611328,6.098716735839844,-1.3043708801269531,-1.0442055463790894,-1.3487238883972168,1.5602434873580933,1.164770483970642,0.5536526441574097,4.010786533355713,5.867072105407715,-2.0118367671966553,-8.780194282531738,-6.9508185386657715,-1.51309072971344,-1.021577000617981,0.3580445349216461,0.2487843781709671,0.22065460681915283,0.14963530004024506,0.19185510277748108,0.25528961420059204,0.1269635707139969,0.08608275651931763,0.13493306934833527,0.32251641154289246,0.65407794713974,0.5799851417541504,blues
blues.00025.au,1154.046666092501,2279.7841649597594,24562,-250.673828125,133.89907836914062,-4.310217380523682,69.8288803100586,13.347503662109375,5.783501148223877,3.1723837852478027,4.754481792449951,0.40910792350769043,-0.8532058000564575,-2.0265772342681885,-3.3175604343414307,-3.5536115169525146,3.8136637210845947,7.199171543121338,0.7510488033294678,-0.9514318704605103,-1.6621254682540894,2.967686414718628,-0.7645540237426758,0.25694435834884644,0.198405921459198,0.24567893147468567,0.20142872631549835,0.2783002257347107,0.352291464805603,0.15151430666446686,0.11272285133600235,0.16818438470363617,0.4187105894088745,0.7635125517845154,0.4150952398777008,blues
blues.00026.au,1185.06985923633,2297.920018171766,23010,-283.55615234375,110.57364654541016,11.532638549804688,49.9397087097168,15.269343376159668,6.962060928344727,6.75902795791626,0.9254639148712158,-1.2647243738174438,0.03123137727379799,3.792275905609131,-2.1860172748565674,2.368875741958618,2.9455339908599854,4.889765739440918,6.052825927734375,-2.2729997634887695,2.2866361141204834,7.328354358673096,2.2776899337768555,0.3612580895423889,0.2562099099159241,0.24887529015541077,0.15518933534622192,0.19703131914138794,0.36374950408935547,0.21637526154518127,0.17337222397327423,0.21973958611488342,0.24269559979438782,0.4533401131629944,0.4778681695461273,blues
blues.00027.au,1410.810950771936,2744.2343727341936,32942,-222.1216278076172,131.60861206054688,-29.243030548095703,67.50442504882812,1.1109296083450317,7.433094024658203,0.1545787900686264,1.7285820245742798,-6.151956081390381,-9.804327011108398,-2.2449240684509277,-4.328247547149658,-1.25199556350708,-1.0715622901916504,-1.3672494888305664,1.3680917024612427,-6.956496715545654,-6.723197937011719,4.912789821624756,0.4321769177913666,0.3754577934741974,0.22998031973838806,0.2882772982120514,0.2330581247806549,0.36563780903816223,0.286313533782959,0.22173912823200226,0.12065251171588898,0.1527748852968216,0.2267833650112152,0.33286052942276,0.5378437042236328,blues
blues.00028.au,1144.817713240761,2338.563314557352,20535,-253.6983184814453,139.6133270263672,-18.562925338745117,65.41808319091797,17.55909538269043,11.372457504272461,1.77287757396698,-0.42928531765937805,-8.949222564697266,-1.810263991355896,-4.2668843269348145,-1.580161452293396,0.14051610231399536,-0.9334791302680969,3.088777780532837,-6.859385967254639,-11.670440673828125,-7.94648551940918,-1.439466118812561,-2.9655284881591797,0.3024466931819916,0.24609781801700592,0.25725021958351135,0.15709562599658966,0.21440276503562927,0.28934019804000854,0.14810599386692047,0.10759066045284271,0.17392760515213013,0.3983091711997986,0.6504532098770142,0.46653610467910767,blues
blues.00029.au,1694.4653094186806,3721.2222778603536,24334,-228.8222198486328,100.8121109008789,17.373088836669922,23.373929977416992,1.152194857597351,26.252593994140625,-16.032920837402344,16.953584671020508,-23.3875789642334,4.603771209716797,-21.999338150024414,-5.253917217254639,-4.898672103881836,1.7642227411270142,-6.201512813568115,-9.258817672729492,-12.833505630493164,-8.354382514953613,-10.84827709197998,-13.471976280212402,0.3059351444244385,0.3715845048427582,0.48539426922798157,0.4494401216506958,0.2940002381801605,0.25881385803222656,0.22894634306430817,0.22920648753643036,0.19411873817443848,0.2300902158021927,0.16955924034118652,0.1771138459444046,blues
blues.00030.au,1356.1232810002016,2934.685811974333,16211,-207.0728302001953,117.4948501586914,25.639863967895508,29.65920066833496,-1.097912311553955,18.274402618408203,-21.438980102539062,17.901840209960938,-26.3657283782959,3.5357978343963623,-18.072004318237305,-7.996401309967041,-17.44668960571289,-7.5607781410217285,-7.971743106842041,-15.744739532470703,-14.424173355102539,-8.43511962890625,-9.268746376037598,-18.881181716918945,0.2363036423921585,0.1761491894721985,0.2341308295726776,0.2656826078891754,0.28448769450187683,0.49454450607299805,0.35924771428108215,0.31413158774375916,0.19485516846179962,0.16382582485675812,0.20925970375537872,0.16089193522930145,blues
blues.00031.au,1271.2995545535955,2585.2583812173725,18935,-227.12445068359375,112.2639389038086,17.293048858642578,32.02412796020508,3.9622881412506104,22.211589813232422,-16.944320678710938,12.424664497375488,-26.04024314880371,-4.05706787109375,-25.234865188598633,-12.005780220031738,-12.907064437866211,-2.0482723712921143,-6.6021504402160645,-6.982088088989258,-14.104722023010254,-9.985243797302246,-9.698566436767578,-12.204904556274414,0.12318528443574905,0.3414730131626129,0.5352384448051453,0.4167120158672333,0.1766018569469452,0.1019979789853096,0.19140435755252838,0.23683477938175201,0.19508327543735504,0.3589290678501129,0.228877991437912,0.1511380970478058,blues
blues.00032.au,1446.0622267208805,3044.899840034078,19697,-289.37396240234375,99.9659423828125,18.05806541442871,23.68518829345703,6.262954235076904,25.816946029663086,-17.07432746887207,11.178854942321777,-12.046412467956543,2.2264153957366943,-16.786081314086914,-8.047837257385254,-14.499519348144531,-3.8382177352905273,-8.21897029876709,-16.503395080566406,-11.301789283752441,-10.532034873962402,-19.39466667175293,-19.076927185058594,0.3413049578666687,0.22197359800338745,0.20939002931118011,0.1587575078010559,0.18175998330116272,0.2906893193721771,0.3174131512641907,0.4560439884662628,0.2921898365020752,0.2775595784187317,0.33653524518013,0.292333722114563,blues
blues.00033.au,1464.493968323971,3325.4934642818303,18897,-234.93380737304688,107.93505096435547,33.33419418334961,28.12554168701172,-1.094529390335083,26.92950439453125,-22.56365966796875,14.225255012512207,-25.027162551879883,-0.7094389796257019,-27.436172485351562,-11.16988754272461,-15.409175872802734,-7.693509578704834,-12.252761840820312,-16.1640682220459,-14.2997407913208,-8.074352264404297,-9.470096588134766,-13.935150146484375,0.30505961179733276,0.24028150737285614,0.20052887499332428,0.17666961252689362,0.2757996618747711,0.4728785753250122,0.2971276342868805,0.20272263884544373,0.2100374400615692,0.27799147367477417,0.25587198138237,0.2134680449962616,blues
blues.00034.au,1565.5555393675324,3648.641394241227,20802,-207.3454132080078,106.11241912841797,13.923078536987305,26.17569923400879,-0.6296166777610779,31.647327423095703,-19.555068969726562,17.295166015625,-28.10560417175293,4.194779396057129,-20.594350814819336,-10.304952621459961,-13.921951293945312,-4.388206481933594,-2.978548526763916,-6.528192520141602,-15.863293647766113,-7.086112022399902,-10.782246589660645,-13.926039695739746,0.24188636243343353,0.31818243861198425,0.4711019694805145,0.3748602569103241,0.2512126863002777,0.2313651740550995,0.20802591741085052,0.23646706342697144,0.2417909801006317,0.3116247355937958,0.16540293395519257,0.1293250173330307,blues
blues.00035.au,1488.3393416335648,3397.9244648165604,19400,-172.5006103515625,121.88069915771484,16.275436401367188,21.913015365600586,-2.9914984703063965,23.302555084228516,-24.724050521850586,19.1177921295166,-22.06285858154297,1.8572502136230469,-21.542125701904297,-5.6609978675842285,-16.990713119506836,-7.275268077850342,-15.666935920715332,-8.41096305847168,-8.759113311767578,-8.498255729675293,-13.476323127746582,-18.945846557617188,0.18173781037330627,0.1864856630563736,0.2599358558654785,0.3050100803375244,0.3784816265106201,0.4397117793560028,0.3219790756702423,0.31369152665138245,0.3028657138347626,0.3535807728767395,0.40643224120140076,0.2000102996826172,blues
blues.00036.au,1222.0986179743095,2472.1965745540892,16251,-200.57830810546875,116.54654693603516,18.517803192138672,24.715532302856445,0.3465404808521271,23.376020431518555,-22.471803665161133,11.15648365020752,-27.027511596679688,-8.918018341064453,-24.154102325439453,-12.233309745788574,-16.972898483276367,-8.983983039855957,-11.885116577148438,-12.774637222290039,-14.225081443786621,-8.86098861694336,-14.286998748779297,-10.375,0.32615092396736145,0.15902985632419586,0.11302296817302704,0.13174548745155334,0.22981509566307068,0.45914557576179504,0.25871461629867554,0.11586300283670425,0.13960635662078857,0.24453195929527283,0.3142586946487427,0.23550094664096832,blues
blues.00037.au,1156.1641841622932,2095.6028347502174,20272,-322.19140625,108.26898193359375,19.494003295898438,28.17898941040039,6.567662239074707,23.652315139770508,-8.684931755065918,14.443313598632812,-11.84781265258789,0.17781296372413635,-13.374598503112793,-9.76404094696045,-11.290580749511719,-10.581241607666016,-11.538301467895508,-9.583569526672363,-7.401737689971924,-10.332143783569336,-3.9115355014801025,-4.5288214683532715,0.33449283242225647,0.13024458289146423,0.08566728234291077,0.20489077270030975,0.323749303817749,0.59351646900177,0.34653031826019287,0.21589386463165283,0.23878109455108643,0.19843554496765137,0.18734341859817505,0.18800300359725952,blues
blues.00038.au,1518.940672386646,3365.362364731366,19641,-187.8627471923828,111.15445709228516,21.966659545898438,26.381175994873047,-1.085055947303772,24.682966232299805,-25.148012161254883,15.839057922363281,-16.157981872558594,5.863100051879883,-25.220518112182617,-4.016709804534912,-16.56366729736328,-8.34941291809082,-15.246915817260742,-12.663323402404785,-17.551664352416992,-7.498671054840088,-12.804771423339844,-16.657100677490234,0.12226857244968414,0.0847480371594429,0.1913473904132843,0.37687376141548157,0.27655917406082153,0.26143553853034973,0.32088425755500793,0.32777929306030273,0.33687055110931396,0.326912522315979,0.4428739845752716,0.20586585998535156,blues
blues.00039.au,1291.6695254216847,2610.950839934382,16556,-286.1355285644531,106.98643493652344,20.913314819335938,16.77326774597168,6.543338298797607,24.289770126342773,-10.012422561645508,3.600398540496826,-17.700206756591797,-5.673300743103027,-16.95627212524414,-8.210845947265625,-13.52643871307373,-11.43467903137207,-11.856846809387207,-16.12661361694336,-12.826892852783203,-7.186252117156982,-8.723428726196289,-9.220462799072266,0.3285064399242401,0.25141388177871704,0.20240893959999084,0.179193377494812,0.24977198243141174,0.4555260241031647,0.32499513030052185,0.15854761004447937,0.176070436835289,0.3161425292491913,0.3323470950126648,0.2779490649700165,blues
blues.00040.au,2237.053810972463,5065.461210529655,41828,-112.84257507324219,91.46588897705078,-2.8711934089660645,75.89073181152344,-11.441582679748535,40.13051986694336,-13.177494049072266,21.164865493774414,-16.833354949951172,11.337844848632812,-22.080278396606445,6.2278594970703125,-8.491242408752441,3.2476370334625244,-16.578113555908203,7.170594692230225,-6.0466437339782715,-2.4291634559631348,-4.146066665649414,2.586791515350342,0.3573523461818695,0.4262123107910156,0.3740055561065674,0.47384923696517944,0.3138110935688019,0.30511870980262756,0.34803980588912964,0.5079278349876404,0.6989613175392151,0.4738811254501343,0.31803378462791443,0.28256529569625854,blues
blues.00041.au,2362.828599393502,5374.345266957294,44910,-106.92236328125,89.54502868652344,-5.070520401000977,56.00598907470703,-8.747694969177246,37.586280822753906,-6.971932411193848,29.551515579223633,-20.304824829101562,11.825435638427734,-20.46989631652832,11.967212677001953,-5.663523197174072,3.6714348793029785,-17.019067764282227,11.238642692565918,-7.7115092277526855,-3.338923931121826,-7.21846342086792,2.28303861618042,0.35717788338661194,0.40097227692604065,0.4210635721683502,0.5518056154251099,0.3029576539993286,0.24459704756736755,0.3300757110118866,0.40444454550743103,0.43666186928749084,0.40916863083839417,0.4850897192955017,0.33264634013175964,blues
